,class,cap-shape,cap-surface,cap-color,bruises,odor,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1593,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1594,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1595,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1596,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
1597,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1598,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1599,edible,5,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,3,1
1600,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
1601,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1602,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1603,edible,2,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1604,edible,2,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1605,edible,2,0,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1606,edible,2,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1607,edible,5,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1608,edible,5,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
1609,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1610,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1611,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1612,edible,5,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
1613,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1614,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
1615,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
1616,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1617,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1618,edible,5,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1619,edible,5,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1620,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1621,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1622,edible,2,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1623,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1624,edible,5,0,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
1625,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
1626,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1627,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1628,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1629,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1630,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1631,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1632,edible,2,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1633,edible,2,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1634,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1635,edible,2,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1636,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
1637,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1638,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1639,edible,5,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1640,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1641,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
1642,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,4,0
1643,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1644,edible,2,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1645,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1646,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
1647,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1648,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1649,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1650,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1651,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1652,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1653,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1654,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1655,edible,2,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1656,edible,5,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1657,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1658,edible,2,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1659,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1660,edible,2,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1661,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1662,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,2,2,1
1663,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
1664,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1665,poisonous,5,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
1666,edible,5,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1667,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1668,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
1669,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1670,edible,5,3,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,3,1
1671,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
1672,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,4
1673,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1674,edible,2,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1675,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1676,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1677,edible,2,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1678,edible,2,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1679,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1680,edible,0,2,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
1681,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1682,edible,5,2,9,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,3,3
1683,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1684,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1685,edible,2,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1686,edible,2,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1687,edible,2,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1688,edible,5,3,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
1689,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
1690,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,5,4
1691,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
1692,edible,2,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1693,edible,2,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1694,edible,2,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1695,edible,5,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1696,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1697,edible,2,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1698,edible,5,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1699,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1700,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
1701,edible,2,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1702,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1703,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
1704,edible,5,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
1705,edible,5,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1706,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1707,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
1708,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1709,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
1710,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1711,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1712,edible,5,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
1713,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1714,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1715,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
1716,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,2,2,1
1717,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,3
1718,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1719,edible,2,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1720,edible,2,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1721,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1722,edible,5,0,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1723,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1724,edible,0,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,2,3
1725,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1726,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1727,edible,2,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1728,edible,5,3,4,bruises is there,0,0,4,2,3,7,7,0,2,1,4,2,3,1
1729,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1730,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1731,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1732,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1733,edible,5,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1734,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1735,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1736,edible,5,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1737,edible,5,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1738,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1739,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
1740,edible,5,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1741,edible,2,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1742,edible,2,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1743,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1744,edible,2,3,4,bruises is there,3,0,4,2,3,7,7,0,2,1,4,3,5,1
1745,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
1746,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1747,edible,2,0,4,no bruises,5,0,3,2,2,7,7,0,2,1,4,2,5,5
1748,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1749,edible,2,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1750,edible,5,0,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1751,edible,2,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,5,4
1752,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1753,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1754,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
1755,edible,2,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1756,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1757,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1758,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
1759,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1760,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1761,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1762,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1763,edible,5,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
1764,edible,5,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1765,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1766,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1767,edible,5,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1768,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
1769,edible,5,3,9,bruises is there,0,0,4,2,3,7,7,0,2,1,4,3,5,1
1770,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1771,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1772,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1773,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1774,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
1775,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1776,edible,5,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1777,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1778,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1779,edible,5,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1780,edible,5,0,3,no bruises,5,0,3,2,2,7,7,0,2,1,4,3,4,5
1781,edible,2,2,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1782,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1783,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
1784,edible,0,2,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1785,edible,5,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1786,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
1787,edible,5,2,3,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1788,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1789,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1790,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
1791,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1792,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1793,edible,2,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1794,edible,5,0,4,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1795,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1796,edible,5,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
1797,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1798,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1799,edible,2,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1800,edible,2,3,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1801,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
1802,edible,5,0,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1803,edible,5,3,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
1804,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1805,edible,2,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
1806,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1807,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
1808,edible,5,3,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
1809,edible,5,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
1810,poisonous,2,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,1
1811,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
1812,poisonous,5,2,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
1813,edible,5,2,8,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1814,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1815,edible,5,3,9,bruises is there,0,0,2,2,2,7,7,0,2,1,4,3,3,1
1816,poisonous,5,0,3,no bruises,2,0,1,1,1,4,0,0,2,1,2,1,5,1
1817,edible,2,2,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1818,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1819,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1820,edible,2,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1821,edible,5,0,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1822,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,5
1823,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1824,edible,5,3,8,bruises is there,3,0,2,2,2,7,7,0,2,1,4,3,2,1
1825,edible,2,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,3,1
1826,edible,5,3,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1827,edible,2,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1828,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1829,edible,5,3,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1830,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
1831,edible,5,0,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
1832,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1833,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
1834,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1835,edible,5,0,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,4,0
1836,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1837,edible,2,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,3,1
1838,edible,5,3,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
1839,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1840,edible,5,0,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1841,edible,2,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1842,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1843,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
1844,edible,5,3,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
1845,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1846,edible,2,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1847,edible,5,3,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
1848,edible,2,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
1849,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
1850,edible,2,0,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1851,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
1852,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1853,edible,5,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
1854,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
1855,edible,5,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1856,edible,5,0,9,bruises is there,0,1,1,2,2,7,7,0,2,1,4,3,4,0
1857,edible,5,0,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1858,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
1859,edible,5,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
1860,edible,5,0,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
1861,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
1862,edible,5,0,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1863,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1864,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1865,edible,5,3,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1866,edible,5,3,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
1867,edible,5,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,2,0,1
1868,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1869,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
1870,edible,5,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
1871,edible,2,0,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
1872,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1873,edible,2,0,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1874,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1875,edible,5,0,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
1876,edible,5,3,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
1877,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
1878,edible,2,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
1879,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
1880,edible,5,2,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
1881,edible,5,0,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1882,edible,5,0,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
1883,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
1884,edible,2,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
1885,edible,2,0,8,bruises is there,3,1,1,2,2,7,7,0,2,1,4,3,4,0
1886,edible,2,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,0,1
1887,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,1
1888,edible,2,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
1889,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
1890,edible,5,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1891,edible,5,0,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,3,0,1
1892,edible,5,2,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1893,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1894,edible,5,2,3,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
1895,edible,5,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
1896,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
